"name","chrom","strand","txStart","txEnd","cdsStart","cdsEnd","exonCount","exonStarts","exonEnds","alias","tss","pas"
"YLR121C","chrXII","-",388743,390270,388743,390270,1,"388743,","390270,","YPS3",390406,388601
"YLR126C","chrXII","-",394764,395520,394764,395520,1,"394764,","395520,","YLR126C",395599,394693
"YLR127C","chrXII","-",395757,398319,395757,398319,1,"395757,","398319,","APC2",398371,395560
"YLR128W","chrXII","+",398529,399433,398529,399433,2,"398529,398626,","398532,399433,","DCN1",398482,399662
"YLR129W","chrXII","+",399656,402488,399656,402488,1,"399656,","402488,","DIP2",399621,402630
"YLR130C","chrXII","-",402793,404062,402793,404062,1,"402793,","404062,","ZRT2",404257,402726
"YLR131C","chrXII","-",404509,406822,404509,406822,1,"404509,","406822,","ACE2",407046,404439
"YLR132C","chrXII","-",407282,408155,407282,408155,1,"407282,","408155,","YLR132C",408240,407171
"YLR133W","chrXII","+",408444,410193,408444,410193,1,"408444,","410193,","CKI1",408345,410193
"YLR134W","chrXII","+",410722,412414,410722,412414,1,"410722,","412414,","PDC5",410680,412537
"YLR135W","chrXII","+",413280,415527,413280,415527,1,"413280,","415527,","SLX4",413178,415666
"YLR136C","chrXII","-",415800,416658,415800,416658,1,"415800,","416658,","TIS11",416699,415552
"YLR137W","chrXII","+",417005,418109,417005,418109,1,"417005,","418109,","YLR137W",416988,418151
"YLR138W","chrXII","+",418436,421394,418436,421394,1,"418436,","421394,","NHA1",418283,421456
"YLR139C","chrXII","-",421541,423473,421541,423473,1,"421541,","423473,","SLS1",423504,421369
"YLR141W","chrXII","+",423682,424774,423682,424774,1,"423682,","424774,","RRN5",423658,424774
"YLR142W","chrXII","+",425185,426616,425185,426616,1,"425185,","426616,","PUT1",425078,426751
"YLR143W","chrXII","+",427328,429386,427328,429386,1,"427328,","429386,","YLR143W",427318,429701
"YLR144C","chrXII","-",429676,432016,429676,432016,1,"429676,","432016,","ACF2",432036,429564
"YLR145W","chrXII","+",432167,432773,432167,432773,1,"432167,","432773,","RMP1",432159,432831
"YLR146C","chrXII","-",432822,433725,432822,433725,1,"432822,","433725,","SPE4",433755,432737
"YLR146W-A","chrXII","+",433869,434058,433869,434058,1,"433869,","434058,","YLR146W-A",433870,434118
"YLR147C","chrXII","-",434157,434463,434157,434463,1,"434157,","434463,","SMD3",434494,434036
"YLR148W","chrXII","+",434640,437397,434640,437397,1,"434640,","437397,","PEP3",434593,437538
"YLR150W","chrXII","+",440466,441288,440466,441288,1,"440466,","441288,","STM1",440441,441504
"YLR151C","chrXII","-",441714,442737,441714,442737,1,"441714,","442737,","PCD1",442738,441439
"YLR152C","chrXII","-",442957,444688,442957,444688,1,"442957,","444688,","YLR152C",444835,442770
"YLR153C","chrXII","-",445523,447575,445523,447575,1,"445523,","447575,","ACS2",447643,445263
"YLR154C","chrXII","-",447981,448314,447981,448314,1,"447981,","448314,","RNH203",448369,447913
"YLR157C","chrXII","-",472968,474057,472968,474057,1,"472968,","474057,","ASP3-2",474169,472885
"YLR157W-E","chrXII","+",481872,482037,481872,482037,1,"481872,","482037,","YLR157W-E",481798,482096
"YLR160C","chrXII","-",486200,487289,486200,487289,1,"486200,","487289,","ASP3-4",487553,486117
"YLR163C","chrXII","-",491865,493254,491865,493254,1,"491865,","493254,","MAS1",493279,491722
"YLR165C","chrXII","-",494493,495258,494493,495258,1,"494493,","495258,","PUS5",495266,494417
"YLR166C","chrXII","-",495428,498044,495428,498044,1,"495428,","498044,","SEC10",498080,495366
"YLR167W","chrXII","+",498946,499405,498946,499405,1,"498946,","499405,","RPS31",498890,499453
"YLR170C","chrXII","-",500578,501049,500578,501049,1,"500578,","501049,","APS1",501074,500346
"YLR172C","chrXII","-",501259,502162,501259,502162,1,"501259,","502162,","DPH5",502190,501191
"YLR173W","chrXII","+",502420,504247,502420,504247,1,"502420,","504247,","YLR173W",502340,504611
"YLR175W","chrXII","+",506133,507585,506133,507585,1,"506133,","507585,","CBF5",506105,507725
"YLR176C","chrXII","-",507796,510232,507796,510232,1,"507796,","510232,","RFX1",510454,507715
"YLR177W","chrXII","+",511053,512940,511053,512940,1,"511053,","512940,","YLR177W",510887,513014
"YLR178C","chrXII","-",513161,513821,513161,513821,1,"513161,","513821,","TFS1",513851,513108
"YLR179C","chrXII","-",514107,514713,514107,514713,1,"514107,","514713,","YLR179C",514764,514003
"YLR180W","chrXII","+",515261,516410,515261,516410,1,"515261,","516410,","SAM1",515206,516679
"YLR181C","chrXII","-",516677,517670,516677,517670,1,"516677,","517670,","VTA1",517692,516547
"YLR182W","chrXII","+",517939,520351,517939,520351,1,"517939,","520351,","SWI6",517886,520472
"YLR183C","chrXII","-",520542,522012,520542,522012,1,"520542,","522012,","TOS4",522046,520389
"YLR185W","chrXII","+",522662,523288,522662,523288,2,"522662,523028,","522669,523288,","RPL37A",522672,523385
"YLR186W","chrXII","+",523631,524390,523631,524390,1,"523631,","524390,","EMG1",523575,524466
"YLR187W","chrXII","+",524864,527945,524864,527945,1,"524864,","527945,","SKG3",524832,528102
"YLR188W","chrXII","+",528299,530387,528299,530387,1,"528299,","530387,","MDL1",528231,530633
"YLR189C","chrXII","-",530796,534393,530796,534393,1,"530796,","534393,","ATG26",534628,530718
"YLR190W","chrXII","+",535213,536689,535213,536689,1,"535213,","536689,","MMR1",534836,537044
"YLR191W","chrXII","+",537271,538432,537271,538432,1,"537271,","538432,","PEX13",537228,538596
"YLR192C","chrXII","-",538791,539589,538791,539589,1,"538791,","539589,","HCR1",539686,538552
"YLR193C","chrXII","-",540008,540536,540008,540536,1,"540008,","540536,","UPS1",540586,539843
"YLR194C","chrXII","-",540808,541573,540808,541573,1,"540808,","541573,","YLR194C",541587,540744
"YLR195C","chrXII","-",541936,543304,541936,543304,1,"541936,","543304,","NMT1",543335,541866
"YLR196W","chrXII","+",543967,545698,543967,545698,1,"543967,","545698,","PWP1",543915,545828
"YLR197W","chrXII","+",546096,547611,546096,547611,1,"546096,","547611,","NOP56",546061,547792
"YLR199C","chrXII","-",547852,548769,547852,548769,2,"547852,548763,","548677,548769,","PBA1",548816,547563
"YLR200W","chrXII","+",549011,549356,549011,549356,1,"549011,","549356,","YKE2",548984,549483
"YLR201C","chrXII","-",549510,550293,549510,550293,1,"549510,","550293,","COQ9",550293,549405
"YLR203C","chrXII","-",550649,551960,550649,551960,1,"550649,","551960,","MSS51",552024,550522
"YLR204W","chrXII","+",552269,552605,552269,552605,1,"552269,","552605,","QRI5",552240,552758
"YLR205C","chrXII","-",552723,553677,552723,553677,1,"552723,","553677,","HMX1",553717,552660
"YLR206W","chrXII","+",554577,556419,554577,556419,1,"554577,","556419,","ENT2",554438,556549
"YLR207W","chrXII","+",556787,559289,556787,559289,1,"556787,","559289,","HRD3",556788,559517
"YLR208W","chrXII","+",559550,560444,559550,560444,1,"559550,","560444,","SEC13",559435,560714
"YLR209C","chrXII","-",560796,561732,560796,561732,1,"560796,","561732,","PNP1",561766,560736
"YLR210W","chrXII","+",562007,563390,562007,563390,1,"562007,","563390,","CLB4",561930,563567
"YLR211C","chrXII","-",563791,564531,563791,564531,2,"563791,564513,","564454,564531,","YLR211C",564581,563431
"YLR212C","chrXII","-",564859,566281,564859,566281,1,"564859,","566281,","TUB4",566326,564705
"YLR213C","chrXII","-",566653,567922,566653,567922,1,"566653,","567922,","CRR1",568077,566524
"YLR214W","chrXII","+",568566,570627,568566,570627,1,"568566,","570627,","FRE1",568518,570758
"YLR215C","chrXII","-",570775,571858,570775,571858,1,"570775,","571858,","CDC123",571899,570698
"YLR216C","chrXII","-",572095,573211,572095,573211,1,"572095,","573211,","CPR6",573242,571982
"YLR218C","chrXII","-",573465,573918,573465,573918,1,"573465,","573918,","COA4",573765,573368
"YLR219W","chrXII","+",574150,576337,574150,576337,1,"574150,","576337,","MSC3",573978,576496
"YLR220W","chrXII","+",576824,577793,576824,577793,1,"576824,","577793,","CCC1",576672,577932
"YLR221C","chrXII","-",578361,579024,578361,579024,1,"578361,","579024,","RSA3",579057,578135
"YLR222C","chrXII","-",579317,581771,579317,581771,1,"579317,","581771,","UTP13",581816,579213
"YLR223C","chrXII","-",582232,585490,582232,585490,1,"582232,","585490,","IFH1",585802,582047
"YLR224W","chrXII","+",586463,587573,586463,587573,1,"586463,","587573,","YLR224W",586174,587658
"YLR225C","chrXII","-",587694,588918,587694,588918,1,"587694,","588918,","YLR225C",588986,587565
"YLR226W","chrXII","+",589353,590541,589353,590541,1,"589353,","590541,","BUR2",589305,590541
"YLR227C","chrXII","-",590561,592043,590561,592043,1,"590561,","592043,","ADY4",592562,590431
"YLR228C","chrXII","-",600018,602463,600018,602463,1,"600018,","602463,","ECM22",602666,599848
"YLR229C","chrXII","-",604211,604787,604211,604787,1,"604211,","604787,","CDC42",604996,604122
"YLR231C","chrXII","-",605757,607119,605757,607119,1,"605757,","607119,","BNA5",607146,605643
"YLR233C","chrXII","-",607424,609524,607424,609524,1,"607424,","609524,","EST1",609566,607120
"YLR234W","chrXII","+",609782,611753,609782,611753,1,"609782,","611753,","TOP3",609719,611753
"YLR237W","chrXII","+",612366,614163,612366,614163,1,"612366,","614163,","THI7",612300,614333
"YLR238W","chrXII","+",614754,616191,614754,616191,1,"614754,","616191,","FAR10",614696,616304
"YLR239C","chrXII","-",616331,617318,616331,617318,1,"616331,","617318,","LIP2",617375,616158
"YLR240W","chrXII","+",617532,620160,617532,620160,1,"617532,","620160,","VPS34",617532,620272
"YLR241W","chrXII","+",620472,622821,620472,622821,1,"620472,","622821,","YLR241W",620435,622975
"YLR242C","chrXII","-",622917,623883,622917,623883,1,"622917,","623883,","ARV1",623986,622888
"YLR243W","chrXII","+",624202,625021,624202,625021,1,"624202,","625021,","YLR243W",624143,625173
"YLR244C","chrXII","-",625167,626331,625167,626331,1,"625167,","626331,","MAP1",626349,625114
"YLR245C","chrXII","-",626501,626930,626501,626930,1,"626501,","626930,","CDD1",626931,626501
"YLR246W","chrXII","+",627117,628197,627117,628197,1,"627117,","628197,","ERF2",627117,628267
"YLR247C","chrXII","-",628683,633354,628683,633354,1,"628683,","633354,","IRC20",633371,628565
"YLR248W","chrXII","+",634251,636084,634251,636084,1,"634251,","636084,","RCK2",633674,636228
"YLR249W","chrXII","+",636779,639914,636779,639914,1,"636779,","639914,","YEF3",636740,640043
"YLR250W","chrXII","+",640316,641021,640316,641021,1,"640316,","641021,","SSP120",640273,641127
"YLR251W","chrXII","+",641463,642057,641463,642057,1,"641463,","642057,","SYM1",641403,642350
"YLR253W","chrXII","+",642626,644336,642626,644336,1,"642626,","644336,","YLR253W",642540,644428
"YLR254C","chrXII","-",644403,644973,644403,644973,1,"644403,","644973,","NDL1",645071,644327
"YLR256W","chrXII","+",646414,650923,646414,650923,1,"646414,","650923,","HAP1",646124,651120
"YLR257W","chrXII","+",658825,659791,658825,659791,1,"658825,","659791,","YLR257W",658622,659887
"YLR258W","chrXII","+",660715,662833,660715,662833,1,"660715,","662833,","GSY2",660628,663192
"YLR259C","chrXII","-",663283,665002,663283,665002,1,"663283,","665002,","HSP60",665036,663084
"YLR260W","chrXII","+",665843,667907,665843,667907,1,"665843,","667907,","LCB5",665716,668117
"YLR262C","chrXII","-",668243,668891,668243,668891,1,"668243,","668891,","YPT6",668940,667944
"YLR262C-A","chrXII","-",669467,669662,669467,669662,1,"669467,","669662,","TMA7",669684,669368
"YLR263W","chrXII","+",670339,672823,670339,672823,1,"670339,","672823,","RED1",669851,673155
"YLR264W","chrXII","+",673130,673334,673130,673334,1,"673130,","673334,","RPS28B",673124,673423
"YLR265C","chrXII","-",674426,675455,674426,675455,1,"674426,","675455,","NEJ1",675458,674265
"YLR266C","chrXII","-",675618,677724,675618,677724,1,"675618,","677724,","PDR8",677694,675592
"YLR268W","chrXII","+",680199,680844,680199,680844,1,"680199,","680844,","SEC22",680149,680946
"YLR270W","chrXII","+",681185,682238,681185,682238,1,"681185,","682238,","DCS1",681077,682438
"YLR271W","chrXII","+",682736,683561,682736,683561,1,"682736,","683561,","YLR271W",682599,683677
"YLR272C","chrXII","-",683671,687202,683671,687202,1,"683671,","687202,","YCS4",687294,683591
"YLR273C","chrXII","-",689082,691029,689082,691029,1,"689082,","691029,","PIG1",691258,688954
"YLR274W","chrXII","+",691554,693882,691554,693882,1,"691554,","693882,","MCM5",691527,694014
"YLR275W","chrXII","+",694377,694800,694377,694800,2,"694377,694472,","694382,694800,","SMD2",694323,695061
"YLR276C","chrXII","-",695045,696830,695045,696830,1,"695045,","696830,","DBP9",696926,694980
"YLR277C","chrXII","-",697155,699495,697155,699495,1,"697155,","699495,","YSH1",699643,697093
"YLR278C","chrXII","-",699998,704024,699998,704024,1,"699998,","704024,","YLR278C",704329,699948
"YLR281C","chrXII","-",704492,704960,704492,704960,1,"704492,","704960,","YLR281C",704974,704162
"YLR283W","chrXII","+",705185,706130,705185,706130,1,"705185,","706130,","YLR283W",705150,706181
"YLR284C","chrXII","-",706197,707040,706197,707040,1,"706197,","707040,","ECI1",707102,706113
"YLR285W","chrXII","+",707359,708145,707359,708145,1,"707359,","708145,","NNT1",707326,708339
"YLR286C","chrXII","-",708447,710136,708447,710136,1,"708447,","710136,","CTS1",710367,708277
"YLR287C","chrXII","-",710990,712058,710990,712058,1,"710990,","712058,","YLR287C",712128,710763
"YLR287C-A","chrXII","-",712536,713158,712536,713158,2,"712536,713155,","712725,713158,","RPS30A",713201,712327
"YLR288C","chrXII","-",713479,714904,713479,714904,1,"713479,","714904,","MEC3",714959,713346
"YLR289W","chrXII","+",715088,717026,715088,717026,1,"715088,","717026,","GUF1",715059,717026
"YLR290C","chrXII","-",717144,717978,717144,717978,1,"717144,","717978,","YLR290C",717992,717018
"YLR291C","chrXII","-",718316,719462,718316,719462,1,"718316,","719462,","GCD7",719527,718166
"YLR292C","chrXII","-",719788,720370,719788,720370,1,"719788,","720370,","SEC72",720390,719636
"YLR293C","chrXII","-",720770,721430,720770,721430,1,"720770,","721430,","GSP1",721467,720670
"YLR295C","chrXII","-",721998,722373,721998,722373,1,"721998,","722373,","ATP14",722412,721752
"YLR297W","chrXII","+",724043,724433,724043,724433,1,"724043,","724433,","YLR297W",723736,724722
"YLR298C","chrXII","-",724720,725416,724720,725416,1,"724720,","725416,","YHC1",725421,724649
"YLR299W","chrXII","+",726068,728051,726068,728051,1,"726068,","728051,","ECM38",725858,728180
"YLR300W","chrXII","+",728954,730301,728954,730301,1,"728954,","730301,","EXG1",728847,730548
"YLR301W","chrXII","+",730824,731559,730824,731559,1,"730824,","731559,","YLR301W",730779,731687
"YLR304C","chrXII","-",735211,737548,735211,737548,1,"735211,","737548,","ACO1",737587,735057
"YLR305C","chrXII","-",738160,743863,738160,743863,1,"738160,","743863,","STT4",743900,738033
"YLR306W","chrXII","+",744150,744851,744150,744851,2,"744150,744287,","744153,744851,","UBC12",744069,745027
"YLR309C","chrXII","-",749033,751769,749033,751769,1,"749033,","751769,","IMH1",751790,748979
"YLR310C","chrXII","-",752223,756993,752223,756993,1,"752223,","756993,","CDC25",757143,751981
"YLR312W-A","chrXII","+",759479,760241,759479,760241,1,"759479,","760241,","MRPL15",759468,760363
"YLR313C","chrXII","-",760749,762342,760749,762342,1,"760749,","762342,","SPH1",762381,760749
"YLR314C","chrXII","-",762574,764137,762574,764137,1,"762574,","764137,","CDC3",764177,762492
"YLR315W","chrXII","+",764807,765269,764807,765269,1,"764807,","765269,","NKP2",764754,765269
"YLR316C","chrXII","-",765265,766358,765265,766358,3,"765265,766129,766249,","766073,766181,766358,","TAD3",766367,765202
"YLR318W","chrXII","+",766541,769196,766541,769196,1,"766541,","769196,","EST2",766581,769226
"YLR319C","chrXII","-",769317,771684,769317,771684,1,"769317,","771684,","BUD6",771755,769136
"YLR320W","chrXII","+",771939,776304,771939,776304,1,"771939,","776304,","MMS22",771940,776340
"YLR321C","chrXII","-",776583,777864,776583,777864,1,"776583,","777864,","SFH1",777872,776520
"YLR323C","chrXII","-",778172,778952,778172,778952,1,"778172,","778952,","CWC24",778979,778002
"YLR324W","chrXII","+",779214,780786,779214,780786,1,"779214,","780786,","PEX30",779148,780898
"YLR325C","chrXII","-",781142,781379,781142,781379,1,"781142,","781379,","RPL38",781400,780902
"YLR326W","chrXII","+",782173,782896,782173,782896,1,"782173,","782896,","YLR326W",782088,783024
"YLR327C","chrXII","-",783126,783387,783126,783387,1,"783126,","783387,","TMA10",783656,782946
"YLR328W","chrXII","+",784912,786118,784912,786118,1,"784912,","786118,","NMA1",784702,786289
"YLR330W","chrXII","+",787663,789679,787663,789679,1,"787663,","789679,","CHS5",787609,789824
"YLR332W","chrXII","+",790675,791806,790675,791806,1,"790675,","791806,","MID2",790305,792000
"YLR333C","chrXII","-",795572,795899,795572,795899,1,"795572,","795899,","RPS25B",796406,795465
"YLR335W","chrXII","+",797429,799592,797429,799592,1,"797429,","799592,","NUP2",797421,799688
"YLR336C","chrXII","-",799696,802396,799696,802396,1,"799696,","802396,","SGD1",802437,799586
"YLR337C","chrXII","-",802652,805106,802652,805106,1,"802652,","805106,","VRP1",805162,802540
"YLR340W","chrXII","+",805886,806825,805886,806825,1,"805886,","806825,","RPP0",805827,806906
"YLR342W","chrXII","+",809996,815627,809996,815627,1,"809996,","815627,","FKS1",809740,815845
"YLR344W","chrXII","+",819311,820142,819311,820142,2,"819311,819777,","819330,820142,","RPL26A",819267,820247
"YLR345W","chrXII","+",820510,822040,820510,822040,1,"820510,","822040,","YLR345W",820448,822123
"YLR346C","chrXII","-",822286,822592,822286,822592,1,"822286,","822592,","YLR346C",822644,822134
"YLR347C","chrXII","-",823827,826413,823827,826413,1,"823827,","826413,","KAP95",826539,823559
"YLR348C","chrXII","-",826976,827873,826976,827873,1,"826976,","827873,","DIC1",827995,826860
"YLR350W","chrXII","+",828729,829380,828729,829380,1,"828729,","829380,","ORM2",828683,829501
"YLR351C","chrXII","-",829488,830364,829488,830364,1,"829488,","830364,","NIT3",830379,829383
"YLR352W","chrXII","+",831115,833539,831115,833539,1,"831115,","833539,","YLR352W",830977,833640
"YLR353W","chrXII","+",834351,836163,834351,836163,1,"834351,","836163,","BUD8",833871,836374
"YLR354C","chrXII","-",836349,837357,836349,837357,1,"836349,","837357,","TAL1",837398,836191
"YLR355C","chrXII","-",838065,839253,838065,839253,1,"838065,","839253,","ILV5",839332,837848
"YLR356W","chrXII","+",840320,840914,840320,840914,1,"840320,","840914,","ATG33",840285,841021
"YLR357W","chrXII","+",841330,844000,841330,844000,1,"841330,","844000,","RSC2",841279,844191
"YLR359W","chrXII","+",844281,845730,844281,845730,1,"844281,","845730,","ADE13",844214,845858
"YLR360W","chrXII","+",846102,847422,846102,847422,1,"846102,","847422,","VPS38",846026,847561
"YLR361C","chrXII","-",847387,849124,847387,849124,1,"847387,","849124,","DCR2",849145,847081
"YLR361C-A","chrXII","-",849382,849679,849382,849679,1,"849382,","849679,","YLR361C-A",849702,849214
"YLR362W","chrXII","+",849865,852019,849865,852019,1,"849865,","852019,","STE11",849836,852132
"YLR363C","chrXII","-",852494,853151,852494,853151,1,"852494,","853151,","NMD4",853218,852494
"YLR363W-A","chrXII","+",853460,853718,853460,853718,1,"853460,","853718,","YLR363W-A",853451,853884
"YLR367W","chrXII","+",856441,857317,856441,857317,2,"856441,857057,","856574,857317,","RPS22B",855831,857371
"YLR368W","chrXII","+",857539,859336,857539,859336,1,"857539,","859336,","MDM30",857474,859380
"YLR369W","chrXII","+",859551,861525,859551,861525,1,"859551,","861525,","SSQ1",859529,861648
"YLR370C","chrXII","-",861717,862254,861717,862254,1,"861717,","862254,","ARC18",862294,861557
"YLR371W","chrXII","+",862713,866784,862713,866784,1,"862713,","866784,","ROM2",862516,866956
"YLR372W","chrXII","+",867353,868391,867353,868391,1,"867353,","868391,","SUR4",867210,868493
"YLR373C","chrXII","-",868661,871367,868661,871367,1,"868661,","871367,","VID22",871383,868576
"YLR375W","chrXII","+",871696,872728,871696,872728,1,"871696,","872728,","STP3",871607,872820
"YLR376C","chrXII","-",872825,873554,872825,873554,1,"872825,","873554,","PSY3",873601,872742
"YLR378C","chrXII","-",875735,877178,875735,877178,1,"875735,","877178,","SEC61",877383,875580
"YLR380W","chrXII","+",878281,879508,878281,879508,1,"878281,","879508,","CSR1",878203,879568
"YLR381W","chrXII","+",879722,881924,879722,881924,1,"879722,","881924,","CTF3",879677,881924
"YLR382C","chrXII","-",882066,884751,882066,884751,1,"882066,","884751,","NAM2",884996,881907
"YLR383W","chrXII","+",885287,888632,885287,888632,1,"885287,","888632,","SMC6",885206,888694
"YLR384C","chrXII","-",888850,892900,888850,892900,1,"888850,","892900,","IKI3",892885,888782
"YLR385C","chrXII","-",892991,893390,892991,893390,1,"892991,","893390,","SWC7",893428,892991
"YLR386W","chrXII","+",893627,896270,893627,896270,1,"893627,","896270,","VAC14",893606,896371
"YLR387C","chrXII","-",896373,897672,896373,897672,1,"896373,","897672,","REH1",897721,896280
"YLR388W","chrXII","+",898650,898821,898650,898821,1,"898650,","898821,","RPS29A",898094,898895
"YLR389C","chrXII","-",899576,902660,899576,902660,1,"899576,","902660,","STE23",902660,899414
"YLR390W","chrXII","+",903065,903404,903065,903404,1,"903065,","903404,","ECM19",903126,903563
"YLR390W-A","chrXII","+",903723,904440,903723,904440,1,"903723,","904440,","CCW14",903670,904661
"YLR392C","chrXII","-",904748,906305,904748,906305,1,"904748,","906305,","ART10",906484,904657
"YLR393W","chrXII","+",907078,907918,907078,907918,1,"907078,","907918,","ATP10",907035,907918
"YLR395C","chrXII","-",909728,909965,909728,909965,1,"909728,","909965,","COX8",910008,909523
"YLR396C","chrXII","-",910234,912310,910234,912310,1,"910234,","912310,","VPS33",912348,910198
"YLR397C","chrXII","-",912549,914892,912549,914892,1,"912549,","914892,","AFG2",914961,912414
"YLR398C","chrXII","-",915155,919019,915155,919019,1,"915155,","919019,","SKI2",919059,915039
"YLR399C","chrXII","-",919535,921596,919535,921596,1,"919535,","921596,","BDF1",921642,919220
"YLR401C","chrXII","-",922441,924448,922441,924448,1,"922441,","924448,","DUS3",924496,922397
"YLR403W","chrXII","+",925567,927619,925567,927619,1,"925567,","927619,","SFP1",924931,927966
"YLR404W","chrXII","+",928742,929600,928742,929600,1,"928742,","929600,","FLD1",928714,929650
"YLR405W","chrXII","+",929788,930892,929788,930892,1,"929788,","930892,","DUS4",929782,930933
"YLR406C","chrXII","-",931064,931755,931064,931755,2,"931064,931698,","931349,931755,","RPL31B",931781,930878
"YLR406C-A","chrXII","-",932205,932355,932205,932355,1,"932205,","932355,","YLR406C-A",932475,932205
"YLR407W","chrXII","+",932966,933653,932966,933653,1,"932966,","933653,","YLR407W",932723,933878
"YLR408C","chrXII","-",933884,934253,933884,934253,1,"933884,","934253,","BLS1",934236,933799
"YLR409C","chrXII","-",934413,937233,934413,937233,1,"934413,","937233,","UTP21",937281,934363
"YLR410W","chrXII","+",937540,940981,937540,940981,1,"937540,","940981,","VIP1",937480,941045
"YLR411W","chrXII","+",947252,947978,947252,947978,1,"947252,","947978,","CTR3",947139,948146
"YLR412W","chrXII","+",948367,949192,948367,949192,1,"948367,","949192,","BER1",948351,949261
"YLR412C-A","chrXII","-",950266,950473,950266,950473,1,"950266,","950473,","YLR412C-A",950658,950266
"YLR413W","chrXII","+",951155,953183,951155,953183,1,"951155,","953183,","YLR413W",951109,953333
"YLR414C","chrXII","-",953352,954144,953352,954144,1,"953352,","954144,","PUN1",954274,953228
"YLR417W","chrXII","+",955009,956710,955009,956710,1,"955009,","956710,","VPS36",954949,956809
"YLR418C","chrXII","-",956913,958095,956913,958095,1,"956913,","958095,","CDC73",958155,956818
"YLR419W","chrXII","+",958427,962735,958427,962735,1,"958427,","962735,","YLR419W",958367,962786
"YLR420W","chrXII","+",963784,964879,963784,964879,1,"963784,","964879,","URA4",963761,964955
"YLR421C","chrXII","-",965089,965560,965089,965560,1,"965089,","965560,","RPN13",965597,964861
"YLR422W","chrXII","+",965896,971695,965896,971695,1,"965896,","971695,","YLR422W",965782,971894
"YLR423C","chrXII","-",971916,973170,971916,973170,1,"971916,","973170,","ATG17",973189,971694
"YLR424W","chrXII","+",973394,975521,973394,975521,1,"973394,","975521,","SPP382",973374,975656
"YLR425W","chrXII","+",982893,986817,982893,986817,1,"982893,","986817,","TUS1",982693,986861
"YLR426W","chrXII","+",987061,988113,987061,988113,2,"987061,987212,","987141,988113,","YLR426W",987039,988178
"YLR427W","chrXII","+",988427,990440,988427,990440,1,"988427,","990440,","MAG2",988324,990560
"YLR429W","chrXII","+",990776,992732,990776,992732,1,"990776,","992732,","CRN1",990730,992847
"YLR430W","chrXII","+",993433,1000129,993433,1000129,1,"993433,","1000129,","SEN1",993136,1000217
"YLR431C","chrXII","-",1000341,1001703,1000341,1001703,1,"1000341,","1001703,","ATG23",1001991,1000134
"YLR432W","chrXII","+",1002556,1004128,1002556,1004128,1,"1002556,","1004128,","IMD3",1002325,1004185
"YLR433C","chrXII","-",1004346,1006008,1004346,1006008,1,"1004346,","1006008,","CNA1",1006122,1004077
"YLR435W","chrXII","+",1006377,1006995,1006377,1006995,1,"1006377,","1006995,","TSR2",1006313,1007145
"YLR436C","chrXII","-",1007420,1011245,1007420,1011245,1,"1007420,","1011245,","ECM30",1011339,1007299
"YLR437C","chrXII","-",1011621,1012023,1011621,1012023,1,"1011621,","1012023,","DIF1",1012041,1011464
"YLR438W","chrXII","+",1012500,1013775,1012500,1013775,1,"1012500,","1013775,","CAR2",1012466,1013890
"YLR438C-A","chrXII","-",1013908,1014178,1013908,1014178,1,"1013908,","1014178,","LSM3",1014237,1013796
"YLR439W","chrXII","+",1014490,1015450,1014490,1015450,1,"1014490,","1015450,","MRPL4",1014441,1015600
"YLR440C","chrXII","-",1015567,1017697,1015567,1017697,1,"1015567,","1017697,","SEC39",1017766,1015384
"YLR441C","chrXII","-",1018140,1018908,1018140,1018908,1,"1018140,","1018908,","RPS1A",1018936,1017924
"YLR442C","chrXII","-",1019314,1022251,1019314,1022251,1,"1019314,","1022251,","SIR3",1022289,1019223
"YLR443W","chrXII","+",1022624,1023971,1022624,1023971,1,"1022624,","1023971,","ECM7",1022482,1024072
"YLR446W","chrXII","+",1025213,1026515,1025213,1026515,1,"1025213,","1026515,","YLR446W",1025144,1026796
"YLR447C","chrXII","-",1026855,1027893,1026855,1027893,1,"1026855,","1027893,","VMA6",1027929,1026704
"YLR448W","chrXII","+",1028853,1029768,1028853,1029768,2,"1028853,1029252,","1028868,1029768,","RPL6B",1028799,1030015
"YLR449W","chrXII","+",1030833,1032012,1030833,1032012,1,"1030833,","1032012,","FPR4",1030813,1032101
"YLR450W","chrXII","+",1032626,1035764,1032626,1035764,1,"1032626,","1035764,","HMG2",1032444,1035853
"YLR451W","chrXII","+",1036092,1038753,1036092,1038753,1,"1036092,","1038753,","LEU3",1036001,1038892
"YLR452C","chrXII","-",1039269,1041366,1039269,1041366,1,"1039269,","1041366,","SST2",1041422,1039119
"YLR453C","chrXII","-",1041798,1042986,1041798,1042986,1,"1041798,","1042986,","RIF2",1043036,1041798
"YLR454W","chrXII","+",1043997,1051884,1043997,1051884,1,"1043997,","1051884,","FMP27",1043859,1051960
"YLR455W","chrXII","+",1053628,1054543,1053628,1054543,1,"1053628,","1054543,","YLR455W",1053396,1054916
"YLR456W","chrXII","+",1055069,1055684,1055069,1055684,1,"1055069,","1055684,","YLR456W",1055058,1055828
"YLR457C","chrXII","-",1055811,1056771,1055811,1056771,1,"1055811,","1056771,","NBP1",1056757,1055632
"YLR459W","chrXII","+",1057333,1058518,1057333,1058518,1,"1057333,","1058518,","GAB1",1057319,1058575
"YLR460C","chrXII","-",1059756,1060887,1059756,1060887,1,"1059756,","1060887,","YLR460C",1061082,1059681
